policy_check_id,asset_id,classification,source_max_allowed_classification,classification_within_source_policy,access_control_status,retention_status,retention_policy_days,contains_sensitive_tokens,governance_pass,review_required_before_retrieval
POL-01373,AST-01373,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01374,AST-01374,confidential,confidential,True,missing_review,aligned,730,False,False,True
POL-01375,AST-01375,restricted,confidential,False,aligned,aligned,1825,False,False,True
POL-01376,AST-01376,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01377,AST-01377,confidential,public_internal,False,aligned,missing_policy,1095,False,False,True
POL-01378,AST-01378,confidential,public_internal,False,aligned,missing_policy,365,False,False,True
POL-01379,AST-01379,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-01380,AST-01380,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-01381,AST-01381,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-01382,AST-01382,restricted,restricted,True,aligned,missing_policy,365,True,False,True
POL-01383,AST-01383,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-01384,AST-01384,public_internal,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01385,AST-01385,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01386,AST-01386,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01387,AST-01387,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-01388,AST-01388,confidential,public_internal,False,aligned,expired,1095,False,False,True
POL-01389,AST-01389,restricted,public_internal,False,overexposed,aligned,1825,False,False,True
POL-01390,AST-01390,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-01391,AST-01391,public_internal,regulated_sensitive,True,aligned,aligned,2555,False,True,False
POL-01392,AST-01392,restricted,restricted,True,aligned,missing_policy,1825,False,False,True
POL-01393,AST-01393,regulated_sensitive,confidential,False,aligned,expired,1825,False,False,True
POL-01394,AST-01394,restricted,restricted,True,aligned,missing_policy,365,False,False,True
POL-01395,AST-01395,public_internal,restricted,True,aligned,aligned,730,False,True,False
POL-01396,AST-01396,restricted,restricted,True,aligned,aligned,1095,True,True,False
POL-01397,AST-01397,confidential,public_internal,False,aligned,expired,1095,True,False,True
POL-01398,AST-01398,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-01399,AST-01399,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-01400,AST-01400,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-01401,AST-01401,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01402,AST-01402,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-01403,AST-01403,confidential,restricted,True,overexposed,aligned,730,False,False,True
POL-01404,AST-01404,restricted,public_internal,False,overexposed,aligned,1095,False,False,True
POL-01405,AST-01405,regulated_sensitive,regulated_sensitive,True,aligned,aligned,2555,False,True,False
POL-01406,AST-01406,confidential,confidential,True,aligned,missing_policy,730,False,False,True
POL-01407,AST-01407,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01408,AST-01408,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01409,AST-01409,public_internal,restricted,True,aligned,aligned,1825,False,True,False
POL-01410,AST-01410,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-01411,AST-01411,public_internal,restricted,True,overexposed,aligned,365,False,False,True
POL-01412,AST-01412,restricted,public_internal,False,aligned,expired,730,False,False,True
POL-01413,AST-01413,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01414,AST-01414,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-01415,AST-01415,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01416,AST-01416,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-01417,AST-01417,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01418,AST-01418,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-01419,AST-01419,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-01420,AST-01420,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-01421,AST-01421,confidential,public_internal,False,overexposed,aligned,1095,False,False,True
POL-01422,AST-01422,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01423,AST-01423,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-01424,AST-01424,confidential,regulated_sensitive,True,aligned,aligned,1825,False,True,False
POL-01425,AST-01425,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01426,AST-01426,confidential,restricted,True,overexposed,aligned,730,False,False,True
POL-01427,AST-01427,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01428,AST-01428,restricted,public_internal,False,aligned,aligned,1825,False,False,True
POL-01429,AST-01429,regulated_sensitive,public_internal,False,aligned,aligned,1825,False,False,True
POL-01430,AST-01430,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01431,AST-01431,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01432,AST-01432,confidential,restricted,True,aligned,aligned,2555,False,True,False
POL-01433,AST-01433,restricted,confidential,False,overexposed,aligned,1095,False,False,True
POL-01434,AST-01434,restricted,public_internal,False,aligned,aligned,1095,True,False,True
POL-01435,AST-01435,restricted,confidential,False,overexposed,aligned,2555,False,False,True
POL-01436,AST-01436,confidential,restricted,True,aligned,missing_policy,365,False,False,True
POL-01437,AST-01437,regulated_sensitive,confidential,False,aligned,aligned,365,False,False,True
POL-01438,AST-01438,public_internal,confidential,True,aligned,missing_policy,2555,False,False,True
POL-01439,AST-01439,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01440,AST-01440,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01441,AST-01441,confidential,public_internal,False,aligned,missing_policy,2555,False,False,True
POL-01442,AST-01442,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01443,AST-01443,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01444,AST-01444,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01445,AST-01445,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01446,AST-01446,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01447,AST-01447,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01448,AST-01448,public_internal,public_internal,True,overexposed,aligned,730,False,False,True
POL-01449,AST-01449,restricted,confidential,False,aligned,expired,730,False,False,True
POL-01450,AST-01450,confidential,confidential,True,aligned,aligned,730,True,True,False
