asset_id,source_id,asset_title,asset_type,domain,ai_retrieval_candidate,included_in_retrieval,business_description_present,metadata_owner_present,lineage_documented,last_refreshed_at,classification,access_control_status,retention_status,semantic_label,document_structure_score,retrieval_ambiguity_score,risk_decision_signal,consumer_team,days_since_refresh
AST-00145,SRC-016,Business Registry Knowledge Article 0145,knowledge_article,Business Registry,True,True,True,True,True,2026-05-25,restricted,overexposed,aligned,fraud_indicator,0.702,0.142,high,AI Platform,58
AST-00146,SRC-040,Fraud Signals Knowledge Article 0146,knowledge_article,Fraud Signals,False,False,True,False,True,2026-06-22,regulated_sensitive,aligned,aligned,risk_decision_signal,0.737,0.413,high,AI Platform,30
AST-00147,SRC-072,Identity Verification Runbook 0147,runbook,Identity Verification,True,False,True,False,False,2026-07-14,confidential,missing_review,aligned,risk_decision_signal,0.844,0.143,medium,Compliance Ops,8
AST-00148,SRC-096,Business Registry Table 0148,table,Business Registry,True,False,True,True,True,2026-07-20,restricted,missing_review,aligned,fraud_indicator,0.765,0.13,low,Customer Ops,2
AST-00149,SRC-092,Fraud Signals Policy Document 0149,policy_document,Fraud Signals,True,True,True,True,True,2026-07-19,confidential,aligned,aligned,fraud_indicator,0.768,0.199,unclear,AI Platform,3
AST-00150,SRC-069,Sanctions Screening Faq 0150,faq,Sanctions Screening,True,True,True,True,True,2026-06-01,public_internal,aligned,aligned,case_workflow,1.0,0.128,low,AI Platform,51
AST-00151,SRC-030,Fraud Signals Runbook 0151,runbook,Fraud Signals,False,False,True,True,True,2026-05-23,restricted,aligned,aligned,entity_resolution,0.603,0.321,high,Compliance Ops,60
AST-00152,SRC-062,Identity Verification Table 0152,table,Identity Verification,True,True,True,True,True,2026-07-19,restricted,missing_review,aligned,entity_resolution,1.0,0.386,low,Customer Ops,3
AST-00153,SRC-034,Business Registry Case Note Template 0153,case_note_template,Business Registry,True,True,True,True,True,2026-07-19,confidential,aligned,aligned,risk_decision_signal,1.0,0.42,high,Identity Product,3
AST-00154,SRC-089,Case Operations Table 0154,table,Case Operations,True,True,True,False,True,2026-07-19,restricted,missing_review,missing_policy,entity_resolution,0.839,0.4,medium,AI Platform,3
AST-00155,SRC-026,Customer Risk Notes Table 0155,table,Customer Risk Notes,True,True,True,True,True,2026-07-22,public_internal,aligned,aligned,access_policy,0.744,0.326,medium,Customer Ops,0
AST-00156,SRC-087,Sanctions Screening Runbook 0156,runbook,Sanctions Screening,True,True,True,True,True,2026-06-30,restricted,aligned,aligned,retention_rule,0.668,0.271,unclear,Compliance Ops,22
AST-00157,SRC-075,Sanctions Screening Knowledge Article 0157,knowledge_article,Sanctions Screening,False,False,True,True,True,2026-07-18,confidential,overexposed,expired,identity_verification,0.904,0.02,medium,Identity Product,4
AST-00158,SRC-028,Business Registry Knowledge Article 0158,knowledge_article,Business Registry,True,False,True,True,True,2026-05-19,restricted,aligned,aligned,business_registry,0.723,0.035,medium,AI Platform,64
AST-00159,SRC-034,Business Registry Runbook 0159,runbook,Business Registry,True,True,False,True,True,2026-07-05,regulated_sensitive,overexposed,aligned,business_registry,0.731,0.479,high,Compliance Ops,17
AST-00160,SRC-001,Identity Verification Table 0160,table,Identity Verification,True,False,True,True,True,2026-07-19,public_internal,aligned,aligned,retention_rule,0.569,0.497,medium,Fraud Product,3
AST-00161,SRC-083,Sanctions Screening Faq 0161,faq,Sanctions Screening,True,True,False,False,True,2026-07-14,confidential,aligned,aligned,fraud_indicator,0.708,0.552,high,AI Platform,8
AST-00162,SRC-096,Business Registry Faq 0162,faq,Business Registry,True,False,True,True,True,2026-07-07,public_internal,aligned,aligned,entity_resolution,0.645,0.037,low,Identity Product,15
AST-00163,SRC-049,Compliance Policy Case Note Template 0163,case_note_template,Compliance Policy,True,True,True,True,True,2026-07-15,regulated_sensitive,overexposed,aligned,fraud_indicator,0.833,0.57,low,Fraud Product,7
AST-00164,SRC-013,Identity Verification Table 0164,table,Identity Verification,False,False,True,True,True,2026-07-17,restricted,aligned,aligned,entity_resolution,0.657,0.208,medium,Identity Product,5
AST-00165,SRC-060,Fraud Signals Policy Document 0165,policy_document,Fraud Signals,True,True,True,True,True,2026-07-05,restricted,aligned,expired,fraud_indicator,0.687,0.392,high,Fraud Product,17
AST-00166,SRC-034,Business Registry Knowledge Article 0166,knowledge_article,Business Registry,True,False,False,False,True,2026-05-25,regulated_sensitive,aligned,aligned,fraud_indicator,0.709,0.189,medium,AI Platform,58
AST-00167,SRC-079,Fraud Signals Table 0167,table,Fraud Signals,False,False,True,False,True,2026-06-27,restricted,aligned,aligned,access_policy,0.806,0.42,low,Identity Product,25
AST-00168,SRC-041,Fraud Signals Faq 0168,faq,Fraud Signals,True,True,True,True,True,2026-07-18,confidential,aligned,aligned,retention_rule,0.52,0.217,high,Customer Ops,4
AST-00169,SRC-009,Customer Risk Notes Case Note Template 0169,case_note_template,Customer Risk Notes,True,False,True,False,False,2026-07-21,confidential,aligned,aligned,entity_resolution,0.347,0.168,medium,Customer Ops,1
AST-00170,SRC-071,Business Registry Table 0170,table,Business Registry,True,True,True,True,True,2026-07-22,confidential,aligned,expired,risk_decision_signal,0.544,0.175,high,AI Platform,0
AST-00171,SRC-006,Sanctions Screening Faq 0171,faq,Sanctions Screening,False,False,False,True,True,2026-07-19,restricted,overexposed,aligned,entity_resolution,0.848,0.276,low,AI Platform,3
AST-00172,SRC-004,Sanctions Screening Table 0172,table,Sanctions Screening,True,True,True,True,True,2026-06-07,regulated_sensitive,overexposed,missing_policy,business_registry,0.844,0.428,medium,Fraud Product,45
AST-00173,SRC-061,Customer Risk Notes Case Note Template 0173,case_note_template,Customer Risk Notes,True,True,True,True,True,2026-05-17,confidential,aligned,aligned,retention_rule,0.429,0.02,high,Identity Product,66
AST-00174,SRC-005,Sanctions Screening Runbook 0174,runbook,Sanctions Screening,False,False,True,True,True,2026-05-12,confidential,aligned,aligned,business_registry,1.0,0.348,low,Compliance Ops,71
AST-00175,SRC-093,Compliance Policy Faq 0175,faq,Compliance Policy,False,False,False,True,True,2026-06-26,restricted,aligned,aligned,risk_decision_signal,0.796,0.229,low,Customer Ops,26
AST-00176,SRC-010,Sanctions Screening Knowledge Article 0176,knowledge_article,Sanctions Screening,False,False,True,True,True,2026-07-17,confidential,aligned,aligned,entity_resolution,0.895,0.543,medium,Identity Product,5
AST-00177,SRC-026,Customer Risk Notes Table 0177,table,Customer Risk Notes,True,True,False,True,True,2026-07-08,regulated_sensitive,missing_review,aligned,identity_verification,0.477,0.536,medium,Fraud Product,14
AST-00178,SRC-010,Sanctions Screening Knowledge Article 0178,knowledge_article,Sanctions Screening,True,True,True,False,True,2026-07-11,regulated_sensitive,missing_review,aligned,access_policy,0.92,0.475,low,Fraud Product,11
AST-00179,SRC-082,Business Registry Runbook 0179,runbook,Business Registry,True,True,True,True,True,2026-07-16,confidential,aligned,aligned,case_workflow,0.741,0.518,unclear,Customer Ops,6
AST-00180,SRC-083,Sanctions Screening Knowledge Article 0180,knowledge_article,Sanctions Screening,True,True,True,False,False,2026-07-16,restricted,overexposed,missing_policy,entity_resolution,0.731,0.36,high,Identity Product,6
AST-00181,SRC-029,Business Registry Table 0181,table,Business Registry,True,True,True,True,True,2026-06-05,regulated_sensitive,aligned,aligned,fraud_indicator,0.762,0.561,low,Identity Product,47
AST-00182,SRC-013,Identity Verification Table 0182,table,Identity Verification,True,True,False,False,True,2026-07-20,confidential,aligned,aligned,retention_rule,1.0,0.469,medium,Fraud Product,2
AST-00183,SRC-004,Sanctions Screening Knowledge Article 0183,knowledge_article,Sanctions Screening,False,False,True,True,True,2026-06-13,public_internal,aligned,aligned,case_workflow,0.648,0.409,low,Fraud Product,39
AST-00184,SRC-033,Customer Risk Notes Knowledge Article 0184,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-01,confidential,overexposed,aligned,fraud_indicator,0.476,0.341,low,Fraud Product,21
AST-00185,SRC-024,Identity Verification Table 0185,table,Identity Verification,True,True,True,True,True,2026-05-19,confidential,aligned,aligned,sanctions_context,0.692,0.271,medium,Customer Ops,64
AST-00186,SRC-062,Identity Verification Table 0186,table,Identity Verification,True,True,True,False,True,2026-06-20,confidential,aligned,aligned,entity_resolution,0.516,0.544,medium,AI Platform,32
AST-00187,SRC-045,Case Operations Knowledge Article 0187,knowledge_article,Case Operations,True,False,True,True,True,2026-05-12,confidential,aligned,aligned,device_risk,0.836,0.232,low,Customer Ops,71
AST-00188,SRC-030,Fraud Signals Runbook 0188,runbook,Fraud Signals,False,False,True,True,True,2026-05-15,restricted,overexposed,missing_policy,risk_decision_signal,0.676,0.257,medium,Customer Ops,68
AST-00189,SRC-060,Fraud Signals Knowledge Article 0189,knowledge_article,Fraud Signals,True,False,True,False,True,2026-07-04,regulated_sensitive,aligned,aligned,access_policy,0.999,0.289,low,Customer Ops,18
AST-00190,SRC-054,Compliance Policy Knowledge Article 0190,knowledge_article,Compliance Policy,True,False,True,True,True,2026-07-11,confidential,aligned,aligned,fraud_indicator,0.527,0.282,medium,Fraud Product,11
AST-00191,SRC-027,Fraud Signals Table 0191,table,Fraud Signals,False,False,True,True,True,2026-06-20,confidential,aligned,aligned,,0.67,0.294,medium,Fraud Product,32
AST-00192,SRC-010,Sanctions Screening Policy Document 0192,policy_document,Sanctions Screening,False,False,True,True,True,2026-07-19,restricted,missing_review,aligned,access_policy,0.985,0.138,medium,Customer Ops,3
AST-00193,SRC-078,Device Intelligence Faq 0193,faq,Device Intelligence,True,True,True,True,True,2026-06-03,regulated_sensitive,aligned,aligned,access_policy,0.757,0.23,low,Compliance Ops,49
AST-00194,SRC-011,Customer Risk Notes Table 0194,table,Customer Risk Notes,True,True,True,False,False,2026-07-19,confidential,aligned,aligned,retention_rule,1.0,0.321,medium,AI Platform,3
AST-00195,SRC-007,Sanctions Screening Knowledge Article 0195,knowledge_article,Sanctions Screening,True,True,False,True,True,2026-06-15,confidential,aligned,aligned,access_policy,0.704,0.02,unclear,Compliance Ops,37
AST-00196,SRC-055,Sanctions Screening Knowledge Article 0196,knowledge_article,Sanctions Screening,True,True,True,True,False,2026-06-12,confidential,aligned,aligned,device_risk,0.744,0.191,medium,Compliance Ops,40
AST-00197,SRC-069,Sanctions Screening Knowledge Article 0197,knowledge_article,Sanctions Screening,True,True,True,True,True,2026-04-22,restricted,aligned,aligned,fraud_indicator,0.928,0.36,medium,Compliance Ops,91
AST-00198,SRC-042,Case Operations Table 0198,table,Case Operations,False,False,True,True,True,2026-07-12,confidential,aligned,aligned,business_registry,0.629,0.523,high,Identity Product,10
AST-00199,SRC-057,Case Operations Knowledge Article 0199,knowledge_article,Case Operations,False,False,True,True,False,2026-04-19,public_internal,aligned,aligned,sanctions_context,0.753,0.02,low,Customer Ops,94
AST-00200,SRC-083,Sanctions Screening Table 0200,table,Sanctions Screening,False,False,True,True,True,2026-07-18,confidential,aligned,aligned,fraud_indicator,0.731,0.185,medium,AI Platform,4
AST-00201,SRC-075,Sanctions Screening Policy Document 0201,policy_document,Sanctions Screening,False,False,True,False,True,2026-07-18,confidential,aligned,aligned,device_risk,0.739,0.434,low,Compliance Ops,4
AST-00202,SRC-002,Compliance Policy Table 0202,table,Compliance Policy,False,False,True,True,False,2026-05-01,confidential,aligned,missing_policy,business_registry,0.753,0.031,medium,Customer Ops,82
AST-00203,SRC-061,Customer Risk Notes Knowledge Article 0203,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-19,confidential,aligned,aligned,device_risk,0.724,0.296,high,Compliance Ops,3
AST-00204,SRC-019,Customer Risk Notes Case Note Template 0204,case_note_template,Customer Risk Notes,True,False,True,False,True,2026-07-12,regulated_sensitive,aligned,aligned,business_registry,0.783,0.095,medium,Fraud Product,10
AST-00205,SRC-003,Compliance Policy Table 0205,table,Compliance Policy,False,False,True,True,True,2026-07-12,confidential,aligned,aligned,business_registry,0.789,0.103,low,Fraud Product,10
AST-00206,SRC-092,Fraud Signals Knowledge Article 0206,knowledge_article,Fraud Signals,True,False,True,False,True,2026-07-20,public_internal,aligned,aligned,,0.536,0.238,high,Identity Product,2
AST-00207,SRC-031,Case Operations Table 0207,table,Case Operations,True,True,True,True,True,2026-06-09,confidential,aligned,aligned,risk_decision_signal,0.729,0.163,medium,Customer Ops,43
AST-00208,SRC-015,Fraud Signals Faq 0208,faq,Fraud Signals,True,True,True,True,True,2026-05-31,confidential,aligned,aligned,device_risk,0.901,0.343,unclear,AI Platform,52
AST-00209,SRC-081,Compliance Policy Policy Document 0209,policy_document,Compliance Policy,False,False,True,True,True,2026-05-22,confidential,aligned,aligned,sanctions_context,0.892,0.503,medium,AI Platform,61
AST-00210,SRC-057,Case Operations Knowledge Article 0210,knowledge_article,Case Operations,False,False,True,True,True,2026-06-03,public_internal,aligned,aligned,fraud_indicator,0.658,0.457,medium,Compliance Ops,49
AST-00211,SRC-064,Device Intelligence Case Note Template 0211,case_note_template,Device Intelligence,True,True,True,True,True,2026-07-04,regulated_sensitive,aligned,aligned,,0.818,0.586,unclear,Customer Ops,18
AST-00212,SRC-002,Compliance Policy Knowledge Article 0212,knowledge_article,Compliance Policy,True,False,True,True,True,2026-06-14,confidential,aligned,aligned,sanctions_context,0.6,0.359,low,Compliance Ops,38
AST-00213,SRC-070,Customer Risk Notes Knowledge Article 0213,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-06-23,regulated_sensitive,overexposed,aligned,entity_resolution,0.821,0.441,medium,AI Platform,29
AST-00214,SRC-023,Identity Verification Policy Document 0214,policy_document,Identity Verification,True,False,True,True,True,2026-06-04,confidential,aligned,missing_policy,fraud_indicator,0.762,0.552,low,Customer Ops,48
AST-00215,SRC-054,Compliance Policy Knowledge Article 0215,knowledge_article,Compliance Policy,False,False,True,False,False,2026-07-14,restricted,overexposed,aligned,device_risk,0.584,0.197,medium,Customer Ops,8
AST-00216,SRC-003,Compliance Policy Runbook 0216,runbook,Compliance Policy,True,True,True,True,True,2026-06-24,confidential,overexposed,aligned,entity_resolution,0.689,0.248,medium,Customer Ops,28
AST-00217,SRC-061,Customer Risk Notes Table 0217,table,Customer Risk Notes,True,True,True,True,True,2026-06-07,public_internal,aligned,aligned,sanctions_context,0.764,0.324,high,Compliance Ops,45
AST-00218,SRC-070,Customer Risk Notes Table 0218,table,Customer Risk Notes,False,False,True,True,True,2026-05-20,confidential,aligned,aligned,retention_rule,1.0,0.061,low,Identity Product,63
AST-00219,SRC-052,Business Registry Table 0219,table,Business Registry,True,True,True,False,True,2026-04-19,restricted,aligned,aligned,,0.505,0.201,low,Compliance Ops,94
AST-00220,SRC-067,Device Intelligence Table 0220,table,Device Intelligence,True,True,True,True,True,2026-07-07,confidential,aligned,expired,business_registry,0.656,0.613,high,AI Platform,15
AST-00221,SRC-006,Sanctions Screening Table 0221,table,Sanctions Screening,False,False,True,True,True,2026-05-07,restricted,aligned,aligned,identity_verification,0.683,0.483,high,Identity Product,76
AST-00222,SRC-028,Business Registry Table 0222,table,Business Registry,False,False,True,True,True,2026-07-15,public_internal,aligned,aligned,identity_verification,0.624,0.463,high,Compliance Ops,7
