issue_id,asset_id,source_id,domain,issue_type,severity,included_in_retrieval,estimated_risk_exposure_points,recommended_action,target_owner,cycle_time_target_days,status
ISS-02510,AST-00970,SRC-009,Customer Risk Notes,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,15,open
ISS-02511,AST-00970,SRC-009,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-02512,AST-00970,SRC-009,Customer Risk Notes,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,5,in_progress
ISS-02518,AST-00974,SRC-032,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,5,resolved
ISS-02519,AST-00974,SRC-032,Compliance Policy,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,5,resolved
ISS-02520,AST-00974,SRC-032,Compliance Policy,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,15,open
ISS-02521,AST-00974,SRC-032,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,open
ISS-02525,AST-00977,SRC-075,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,15,in_progress
ISS-02526,AST-00977,SRC-075,Sanctions Screening,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,5,open
ISS-02527,AST-00977,SRC-075,Sanctions Screening,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,15,open
ISS-02528,AST-00977,SRC-075,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,open
ISS-02529,AST-00977,SRC-075,Sanctions Screening,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,20,open
ISS-02532,AST-00978,SRC-028,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-02536,AST-00979,SRC-024,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,20,blocked
ISS-02541,AST-00980,SRC-016,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,20,in_progress
ISS-02552,AST-00984,SRC-080,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,5,in_progress
ISS-02555,AST-00985,SRC-053,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,20,resolved
ISS-02563,AST-00987,SRC-068,Device Intelligence,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-02573,AST-00990,SRC-045,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-02582,AST-00993,SRC-077,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,open
ISS-02588,AST-00996,SRC-012,Business Registry,metadata_gap,P1,False,160,Complete business description and field dictionary,Governance Partner,10,in_progress
ISS-02589,AST-00996,SRC-012,Business Registry,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,15,open
ISS-02590,AST-00996,SRC-012,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,10,resolved
ISS-02591,AST-00996,SRC-012,Business Registry,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-02598,AST-00999,SRC-033,Customer Risk Notes,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,15,in_progress
ISS-02599,AST-00999,SRC-033,Customer Risk Notes,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Data Steward,5,open
ISS-02600,AST-00999,SRC-033,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,10,in_progress
ISS-02601,AST-00999,SRC-033,Customer Risk Notes,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,open
ISS-02609,AST-01002,SRC-057,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,20,in_progress
ISS-02615,AST-01004,SRC-073,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,20,in_progress
ISS-02618,AST-01006,SRC-020,Device Intelligence,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,15,blocked
ISS-02619,AST-01006,SRC-020,Device Intelligence,semantic_label_gap,P1,False,160,Assign approved retrieval category labels,Data Steward,10,in_progress
ISS-02620,AST-01006,SRC-020,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,20,open
ISS-02621,AST-01006,SRC-020,Device Intelligence,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,in_progress
ISS-02629,AST-01009,SRC-088,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,in_progress
ISS-02635,AST-01012,SRC-007,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,20,blocked
ISS-02641,AST-01016,SRC-096,Business Registry,stale_source,P1,False,160,Refresh or remove stale retrieval source,Knowledge Manager,10,in_progress
ISS-02642,AST-01016,SRC-096,Business Registry,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,15,in_progress
ISS-02643,AST-01016,SRC-096,Business Registry,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,open
ISS-02647,AST-01019,SRC-056,Business Registry,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,20,open
ISS-02648,AST-01019,SRC-056,Business Registry,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,10,resolved
ISS-02649,AST-01019,SRC-056,Business Registry,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,15,open
ISS-02650,AST-01019,SRC-056,Business Registry,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-02662,AST-01024,SRC-085,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,in_progress
ISS-02668,AST-01027,SRC-056,Business Registry,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,15,in_progress
ISS-02669,AST-01027,SRC-056,Business Registry,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Data Steward,5,in_progress
ISS-02670,AST-01027,SRC-056,Business Registry,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,15,in_progress
ISS-02671,AST-01027,SRC-056,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-02673,AST-01029,SRC-020,Device Intelligence,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,20,open
ISS-02674,AST-01029,SRC-020,Device Intelligence,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,5,blocked
ISS-02675,AST-01029,SRC-020,Device Intelligence,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,open
ISS-02678,AST-01031,SRC-084,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,10,open
ISS-02679,AST-01031,SRC-084,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Governance Partner,10,open
ISS-02680,AST-01031,SRC-084,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-02681,AST-01031,SRC-084,Sanctions Screening,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,5,open
ISS-02685,AST-01032,SRC-043,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-02698,AST-01037,SRC-079,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,blocked
ISS-02702,AST-01039,SRC-055,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-02718,AST-01047,SRC-076,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,15,in_progress
ISS-02719,AST-01047,SRC-076,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,in_progress
ISS-02720,AST-01047,SRC-076,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,5,in_progress
ISS-02726,AST-01049,SRC-081,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-02728,AST-01050,SRC-060,Fraud Signals,stale_source,P1,True,160,Refresh or remove stale retrieval source,Governance Partner,10,in_progress
ISS-02729,AST-01050,SRC-060,Fraud Signals,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,10,blocked
ISS-02730,AST-01050,SRC-060,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,15,resolved
ISS-02731,AST-01050,SRC-060,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,blocked
ISS-02732,AST-01050,SRC-060,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,in_progress
ISS-02736,AST-01051,SRC-077,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,in_progress
ISS-02741,AST-01053,SRC-051,Identity Verification,metadata_gap,P1,False,160,Complete business description and field dictionary,Data Steward,5,in_progress
ISS-02745,AST-01055,SRC-089,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Governance Partner,10,resolved
ISS-02746,AST-01055,SRC-089,Case Operations,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Governance Partner,5,open
ISS-02752,AST-01057,SRC-006,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-02761,AST-01061,SRC-082,Business Registry,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,15,resolved
ISS-02762,AST-01061,SRC-082,Business Registry,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Data Steward,15,in_progress
ISS-02763,AST-01061,SRC-082,Business Registry,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,5,in_progress
ISS-02764,AST-01061,SRC-082,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-02767,AST-01062,SRC-030,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-02769,AST-01063,SRC-033,Customer Risk Notes,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,15,open
ISS-02770,AST-01063,SRC-033,Customer Risk Notes,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,10,in_progress
ISS-02771,AST-01063,SRC-033,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-02772,AST-01063,SRC-033,Customer Risk Notes,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,5,open
ISS-02773,AST-01064,SRC-092,Fraud Signals,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,open
ISS-02774,AST-01064,SRC-092,Fraud Signals,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,15,in_progress
ISS-02775,AST-01064,SRC-092,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,open
ISS-02776,AST-01064,SRC-092,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,open
ISS-02785,AST-01068,SRC-069,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,in_progress
ISS-02789,AST-01069,SRC-047,Compliance Policy,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,in_progress
ISS-02793,AST-01071,SRC-057,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-02800,AST-01073,SRC-053,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-02804,AST-01074,SRC-052,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-02811,AST-01076,SRC-044,Compliance Policy,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-02820,AST-01081,SRC-029,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-02822,AST-01082,SRC-082,Business Registry,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,in_progress
ISS-02823,AST-01082,SRC-082,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-02824,AST-01082,SRC-082,Business Registry,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,open
ISS-02833,AST-01087,SRC-015,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,open
ISS-02845,AST-01093,SRC-041,Fraud Signals,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,15,open
ISS-02847,AST-01093,SRC-041,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-02851,AST-01095,SRC-065,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Knowledge Manager,5,open
ISS-02852,AST-01095,SRC-065,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,10,open
